-92.1948385094	-759.698408927	108.511554585	7.0325237356
-89.5147769181	-776.233609242	108.901793904	6.65107436625
-82.7933759011	-771.261997322	108.960743827	6.86004349048
-114.917725328	-776.093462173	108.349375422	6.32057015109
-127.367017619	-769.948236597	108.166291009	6.27321413578
-102.16504136	-760.435065579	108.444775283	6.84913016054
-92.4338576414	-739.746381342	107.561301761	7.73793462309
-120.793134729	-774.527402887	108.240691266	6.27504915126
-79.9047869081	-774.022305438	109.076147593	6.83351368014
-95.1419514709	-784.519658772	108.794270794	6.41768555748
-80.7437235441	-781.364129179	109.166962981	6.6598814029
-94.8236467119	-751.589256522	108.179806112	7.24968593897
-113.568642806	-773.778962996	108.390516301	6.38003958011
-94.8243221418	-763.469377206	108.593662741	6.88217970446
-110.806142735	-758.340779035	108.33158582	6.76849819987
-118.793278281	-773.383233692	108.289940724	6.32060088414
-63.5006165982	-733.260531301	106.632094185	8.66188140022
-105.350869126	-783.737852103	108.522478096	6.30660479696
-101.469298557	-752.965976806	108.225527239	7.0846198544
-102.067974186	-779.37657165	108.623944766	6.42335254584
-81.1487679711	-769.635077963	108.951786894	6.92537879234
-95.4297821321	-763.922936038	108.597031403	6.8604945026
-84.1100407093	-747.623610923	107.969221217	7.5950855002
-81.2927969891	-769.443517267	108.944345799	6.92826702887
-105.484590816	-761.728602302	108.4402398	6.76210820662
-103.074219499	-752.528601419	108.207709724	7.07022874316
-85.21332567	-770.219827128	108.893887026	6.85102825006
-97.241970926	-758.117489797	108.420224727	6.99632033387
-64.164405237	-770.131938914	109.266335107	7.16006520009
-123.885466108	-741.752406443	107.949956467	7.03036968737
-82.7653227969	-778.654863451	109.085872725	6.68994439386
-92.8508941214	-768.858080633	108.735037179	6.77292660442
-86.3321409741	-760.336910882	108.587762834	7.10962187707
-118.326106374	-774.072639175	108.293957885	6.31399905571
-108.53852607	-764.627349803	108.446930142	6.64354225533
-90.8579639516	-774.333031503	108.852089867	6.67395755733
-114.261130866	-783.196753563	108.296189185	6.20972547964
-107.40377744	-771.093841682	108.508604716	6.51519272898
-89.853731856	-751.448794869	108.178527791	7.34543371562
-94.592581176	-781.893049622	108.80962308	6.47189558434
-92.6288133063	-771.860757618	108.785463838	6.70491460173
-111.511498083	-725.109584431	107.115172768	7.89047804234
-74.3394263607	-759.550314755	108.661434739	7.33260977173
-79.9581537715	-766.174482782	108.869922675	7.03740891008
-115.641209709	-732.850180635	107.563671369	7.49803400718
-107.284120393	-775.425837004	108.514376673	6.43018425924
-126.584098676	-759.783998214	108.219996765	6.49076546906
-120.159252142	-753.724589916	108.198413854	6.74374706779
-105.434710453	-771.730812774	108.545974247	6.52886533183
-93.8473810991	-745.113802847	107.869848288	7.50056615735
-89.1493810617	-785.940957044	108.96222281	6.4664256283
-105.855280868	-769.582592483	108.528061846	6.56894239799
-116.640429128	-778.685356606	108.288428981	6.25464368313
-125.518992875	-764.758970776	108.228635428	6.39841631825
-90.7449662506	-764.464697326	108.670334541	6.91865026428
-102.963219979	-784.354609692	108.581581955	6.32513896857
-97.1211384298	-782.261481604	108.743862258	6.43329756352
-88.6773370252	-770.988616662	108.846048581	6.78196344651
-112.39526995	-756.587367291	108.286465532	6.7911098731
-105.428090136	-776.516793286	108.552030904	6.43358657138
-97.9966421443	-768.168530643	108.640070444	6.71416451131
-91.0482452073	-767.344541126	108.734480533	6.83768034322
-104.974759878	-757.900142668	108.363225457	6.87458536358
-121.327690426	-783.980328649	108.102838556	6.11689141087
-98.1379343612	-741.84334445	107.734525788	7.53698426707
-92.4930064463	-770.871619097	108.773923706	6.72983979455
-110.649020728	-779.621876751	108.420311271	6.31164466841
-119.218090705	-761.437950287	108.295223433	6.5620437837
-93.7222568186	-757.31684344	108.416625604	7.08016965322
-77.5651687925	-760.089573618	108.658661443	7.26152263707
-116.713054948	-760.262128907	108.30963819	6.62773755264
-105.569497265	-769.038203104	108.529076978	6.58495006866
-83.6147517952	-766.547717322	108.827535911	6.97127840813
-106.085553411	-773.445765692	108.538585674	6.48480006608
-79.8410858293	-763.185974224	108.765996503	7.12683505684
-82.97159873	-759.385629963	108.579412838	7.19520762613
-100.790758959	-777.766100947	108.654507422	6.47000272332
-89.72776352	-770.026234033	108.809727105	6.79006097709
-94.1360430907	-752.393658718	108.215586069	7.23469424865
-75.0731018668	-777.248653585	109.245672271	6.8241831108
-104.491233409	-754.171593633	108.258971793	6.99385510233
-80.8589664699	-760.043955944	108.626446844	7.20887069287
-118.644462937	-766.301916562	108.318086382	6.46181969391
-103.584310943	-757.910546662	108.372328952	6.89714282649
-79.3553797495	-757.543903546	108.522233863	7.31715999183
-104.853578232	-760.17210477	108.415888179	6.81341096528
-84.2540067556	-763.782154163	108.733251039	7.03951527959
-102.257551912	-755.899385975	108.321858254	6.97897553014
-102.251479843	-752.119680551	108.194387395	7.09795770809
-87.5400145952	-751.558099172	108.186602634	7.38393091402
-101.676508151	-778.476949859	108.634172656	6.44505933204
-82.2204573786	-765.083665292	108.80254401	7.03370274298
-100.337218416	-767.480996697	108.594081042	6.69632421693
-103.484398996	-760.35400384	108.431420856	6.83028796615
-99.3070615712	-765.880044251	108.584845151	6.75070495816
-89.8625278277	-759.579001452	108.527781466	7.07474160119
-96.7247662544	-761.89676634	108.532679291	6.89549532214
-113.749427635	-729.826562339	107.398582511	7.6526408136
-94.0176650764	-756.894724486	108.399201768	7.08844689891
-81.8792228879	-721.169022331	105.921759321	8.83503755282
-99.5598946838	-780.039580328	108.683875523	6.44305721197
-111.383454365	-785.102232317	108.349704337	6.21342194326
-106.926448103	-785.363783094	108.467242413	6.26142434021
-81.4101297078	-763.591854476	108.761985624	7.08986799631
-115.315536934	-761.302915259	108.333482675	6.6233167832
-118.494243213	-748.096041682	108.077821404	6.93584854298
-133.375480775	-754.659684873	108.158196457	6.50692030324
-105.205916555	-754.360982401	108.262729043	6.97572592409
-128.109778446	-744.539679835	108.034881496	6.86786031362
-110.748409525	-782.46381876	108.393819565	6.26290669958
-105.759501513	-769.615249102	108.529830657	6.56957603856
-88.0654861697	-764.88416952	108.71736245	6.94875962672
-88.9462038682	-786.305319498	108.968373423	6.46245486327
-106.568194948	-777.496134546	108.525159814	6.40056151268
-91.6197125272	-746.578894491	107.93550941	7.48947589481
-104.68833096	-799.975829197	108.373617512	6.07187441772
-93.4313586298	-759.727374203	108.501724174	7.0112875785
-84.0749077733	-763.014360817	108.709315522	7.06488565371
-122.13479246	-766.031449114	108.269620618	6.41922298176
-122.607431876	-756.36080222	108.225538724	6.63429751246
-87.4528312271	-767.762258893	108.80051068	6.8807975789
-113.703382186	-770.150777747	108.39610684	6.44929525552
-99.4982137721	-753.797438869	108.259779684	7.09266588811
-75.8796330653	-752.333644405	108.248833103	7.56686398744
-98.7849723909	-780.880216139	108.702473359	6.4374511499
-110.164233216	-778.582556089	108.438754503	6.33567486348
-105.5929307	-785.043989162	108.506037827	6.2823361477
-97.3146000379	-772.919904304	108.706571208	6.61549316733
-101.485076271	-747.082087929	107.99788438	7.28098540635
-97.0396975011	-765.946644277	108.617675513	6.78315557786
-88.1628029081	-752.144992429	108.214932155	7.35161548088
-108.867510918	-752.843471958	108.207612856	6.95923847405
-96.4032230876	-758.497790048	108.438298309	6.9988808118
-118.366944909	-765.555186895	108.321256375	6.48164358624
-96.7001369982	-779.657526055	108.753705416	6.48682442738
-85.9103165199	-779.497387587	109.018002859	6.6307311155
-74.719931185	-763.78521435	108.852714944	7.18914139878
-89.0493871513	-750.957623827	108.155099834	7.37776017558
-106.883193043	-760.810418351	108.410416918	6.76434834024
-121.327833985	-722.914921244	107.28146053	7.73488195451
-105.698411384	-756.493221596	108.322605177	6.90333095807
-95.1424836002	-759.697821817	108.485934066	6.98403524991
-115.303568642	-783.212375468	108.269099536	6.19735535805
-91.5784086733	-777.073527723	108.86269286	6.60551996235
-88.7776960871	-787.006052584	108.973704385	6.45216261744
-118.818879768	-749.823150206	108.12017472	6.87823135298
-95.4247452741	-746.845115128	107.96330833	7.40586564898
